marque,modele,quantite_fabriquee,quantite_vendue,prix_voiture,cout_production,pays_vente,taxe_pays,mois_vente,revenu_total,cout_total
CSL_Auto,S1,4821,4748,17692.14,9361.03,Canada,0.12,2023-07-01,84002280.72,45129525.63
CSL_Auto,S3,3771,3229,30223.4,18045.84,United_Kingdom,0.2,2023-07-01,97591358.6,68050862.64
CSL_Auto,S5,1626,1389,81316.68,65215.59,United_Kingdom,0.2,2023-07-01,112948868.52,106040549.34
CSL_Auto,S1,4366,3997,16927.51,11506.64,Japan,0.1,2023-07-01,67659257.47,50237990.24
CSL_Auto,S3,266,252,30842.38,22849.1,United_Kingdom,0.2,2023-07-01,7772279.760000001,6077860.6
CSL_Auto,S3,1342,1302,30650.31,25966.54,USA,0.08,2023-07-01,39906703.620000005,34847096.68
CSL_Auto,S4,2733,2411,44990.89,39745.15,USA,0.08,2023-07-01,108473035.79,108623494.95
CSL_Auto,S2,987,966,21928.04,16721.51,France,0.2,2023-07-01,21182486.64,16504130.37
CSL_Auto,S1,4642,4583,16819.64,11720.22,United_Kingdom,0.2,2023-07-01,77084410.12,54405261.24
CSL_Auto,S1,4661,4023,15454.16,10752.86,Germany,0.19,2023-07-01,62172085.68,50119080.46
CSL_Auto,S4,277,264,57441.76,28347.23,Japan,0.1,2023-07-01,15164624.64,7852182.71
CSL_Auto,S2,759,697,18747.52,14215.42,United_Kingdom,0.2,2023-07-01,13067021.44,10789503.78
CSL_Auto,S1,1966,1637,14589.6,10581.64,France,0.2,2023-07-01,23883175.2,20803504.24
CSL_Auto,S4,544,408,52499.18,36432.03,Mexico,0.16,2023-07-01,21419665.44,19819024.32
CSL_Auto,S1,1527,1166,13739.13,8254.2,Canada,0.12,2023-07-01,16019825.579999998,12604163.4
CSL_Auto,S3,1368,1277,36627.9,24786.7,Germany,0.19,2023-07-01,46773828.3,33908205.6
CSL_Auto,S1,2113,1667,16026.93,11060.71,Mexico,0.16,2023-07-01,26716892.31,23371280.23
CSL_Auto,S5,3197,2571,82504.73,73297.62,South_Africa,0.15,2023-07-01,212119660.83,234332491.14
CSL_Auto,S2,1616,1414,18243.4,15824.43,USA,0.08,2023-07-01,25796167.6,25572278.88
CSL_Auto,S2,2843,2302,25377.84,12217.91,United_Kingdom,0.2,2023-07-01,58419787.68,34735518.13
CSL_Auto,S1,3931,3860,14408.21,11177.23,United_Kingdom,0.2,2023-07-01,55615690.6,43937691.13
CSL_Auto,S3,2572,2229,34618.78,24046.58,France,0.2,2023-07-01,77165260.62,61847803.760000005
CSL_Auto,S1,640,505,12327.45,11977.25,Germany,0.19,2023-07-01,6225362.25,7665440.0
CSL_Auto,S2,3596,3472,19587.35,15336.89,Brazil,0.25,2023-07-01,68007279.19999999,55151456.44
CSL_Auto,S3,2598,2000,35508.23,21779.75,Mexico,0.16,2023-07-01,71016460.0,56583790.5
CSL_Auto,S2,1097,1019,24373.39,16120.16,United_Kingdom,0.2,2023-07-01,24836484.41,17683815.52
CSL_Auto,S2,4918,3932,19437.28,15214.4,USA,0.08,2023-08-01,76427384.96,74824419.2
CSL_Auto,S5,1424,1111,112371.44,59322.64,United_Kingdom,0.2,2023-08-01,124844669.84,84475439.36
CSL_Auto,S5,2566,2359,67198.72,60103.41,USA,0.08,2023-08-01,158521780.48,154225350.06
CSL_Auto,S5,2691,2246,67172.73,53789.03,South_Africa,0.15,2023-08-01,150869951.57999998,144746279.73
CSL_Auto,S5,1906,1689,113012.31,71572.76,Brazil,0.25,2023-08-01,190877791.59,136417680.56
CSL_Auto,S2,4041,3522,21365.39,13566.91,USA,0.08,2023-08-01,75248903.58,54823883.31
CSL_Auto,S5,1962,1781,97219.87,53971.49,Germany,0.19,2023-08-01,173148588.47,105892063.38
CSL_Auto,S3,1352,1163,32919.76,22032.72,Mexico,0.16,2023-08-01,38285680.88,29788237.44
CSL_Auto,S1,1816,1798,17547.28,10594.4,Mexico,0.16,2023-08-01,31550009.44,19239430.4
CSL_Auto,S3,184,156,34404.55,23864.47,USA,0.08,2023-08-01,5367109.800000001,4391062.48
CSL_Auto,S3,2677,2509,27806.14,17923.73,USA,0.08,2023-08-01,69765605.26,47981825.21
CSL_Auto,S5,3038,2547,77837.29,69533.88,India,0.18,2023-08-01,198251577.63,211243927.44000003
CSL_Auto,S4,4510,3748,60166.24,37554.99,France,0.2,2023-08-01,225503067.52,169373004.89999998
CSL_Auto,S1,3938,3083,12787.5,10693.39,Brazil,0.25,2023-08-01,39423862.5,42110569.82
CSL_Auto,S1,2116,1931,17670.68,9450.98,Japan,0.1,2023-08-01,34122083.08,19998273.68
CSL_Auto,S2,2416,2027,19575.42,12529.34,India,0.18,2023-08-01,39679376.34,30270885.44
CSL_Auto,S4,4189,4051,61816.28,35244.8,Mexico,0.16,2023-08-01,250417750.28,147640467.20000002
CSL_Auto,S3,1128,1005,35518.16,18574.91,Mexico,0.16,2023-08-01,35695750.800000004,20952498.48
CSL_Auto,S4,3383,3018,43646.41,39073.01,Canada,0.12,2023-08-01,131724865.38,132183992.83
CSL_Auto,S2,3789,3261,18261.2,15919.71,USA,0.08,2023-08-01,59549773.2,60319781.19
CSL_Auto,S5,3292,3068,69526.09,60016.87,South_Africa,0.15,2023-08-01,213306044.12,197575536.04
CSL_Auto,S4,1141,867,53995.65,41820.57,USA,0.08,2023-08-01,46814228.55,47717270.37
CSL_Auto,S5,915,723,110584.37,71156.39,Mexico,0.16,2023-08-01,79952499.50999999,65108096.85
CSL_Auto,S4,4426,3719,58294.56,34197.62,United_Kingdom,0.2,2023-08-01,216797468.64,151358666.12
CSL_Auto,S2,4959,4659,23142.28,14005.57,USA,0.08,2023-08-01,107819882.52,69453621.63
CSL_Auto,S2,2803,2400,22682.67,13384.72,Germany,0.19,2023-08-01,54438407.99999999,37517370.16
CSL_Auto,S2,4491,4345,21358.93,14795.78,France,0.2,2023-08-01,92804550.85,66447847.98
CSL_Auto,S5,4420,3427,69488.8,71991.02,Canada,0.12,2023-08-01,238138117.6,318200308.40000004
CSL_Auto,S3,3591,3263,37313.2,21941.91,Japan,0.1,2023-08-01,121752971.6,78793398.81
CSL_Auto,S3,3232,2907,26282.71,20626.91,South_Africa,0.15,2023-08-01,76403837.97,66666173.12
CSL_Auto,S5,3185,2635,71665.91,52824.54,India,0.18,2023-08-01,188839672.85,168246159.9
CSL_Auto,S2,4750,4180,19926.1,13463.72,Germany,0.19,2023-08-01,83291098.0,63952670.0
CSL_Auto,S3,1296,1098,32001.13,17687.66,USA,0.08,2023-08-01,35137240.74,22923207.36
CSL_Auto,S1,1074,944,13658.89,8133.36,Germany,0.19,2023-08-01,12893992.16,8735228.639999999
CSL_Auto,S4,3483,3015,44492.61,41147.74,India,0.18,2023-08-01,134145219.15,143317578.42
CSL_Auto,S2,3948,3038,23763.81,14019.28,Canada,0.12,2023-08-01,72194454.78,55348117.440000005
CSL_Auto,S2,1467,1151,18548.22,14205.03,Brazil,0.25,2023-08-01,21349001.220000003,20838779.01
CSL_Auto,S1,395,309,16944.65,9549.28,United_Kingdom,0.2,2023-08-01,5235896.850000001,3771965.6
CSL_Auto,S4,2687,2446,49899.35,39000.56,Canada,0.12,2023-08-01,122053810.1,104794504.72
CSL_Auto,S5,4330,4169,70844.03,63815.87,Germany,0.19,2023-08-01,295348761.07,276322717.1
CSL_Auto,S3,2418,2059,29238.61,18035.18,Germany,0.19,2023-09-01,60202297.99,43609065.24
CSL_Auto,S4,4217,3391,41905.34,31925.66,South_Africa,0.15,2023-09-01,142101007.94,134630508.22
CSL_Auto,S5,4453,4084,90284.48,72856.18,India,0.18,2023-09-01,368721816.32,324428569.54
CSL_Auto,S4,2019,1995,49654.84,31254.22,Germany,0.19,2023-09-01,99061405.8,63102270.18
CSL_Auto,S1,160,125,13219.24,9110.28,Brazil,0.25,2023-09-01,1652405.0,1457644.8
CSL_Auto,S4,3559,2997,43659.67,37627.12,USA,0.08,2023-09-01,130848030.99,133914920.08
CSL_Auto,S2,4352,3648,23041.36,14311.54,USA,0.08,2023-09-01,84054881.28,62283822.080000006
CSL_Auto,S1,3270,3054,17130.7,8466.52,Japan,0.1,2023-09-01,52317157.8,27685520.4
CSL_Auto,S5,1409,1178,95661.86,60099.85,Brazil,0.25,2023-09-01,112689671.08,84680688.64999999
CSL_Auto,S3,2180,1721,33788.78,25406.39,Brazil,0.25,2023-09-01,58150490.38,55385930.2
CSL_Auto,S4,2806,2371,64601.71,28045.53,Germany,0.19,2023-09-01,153170654.41,78695757.17999999
CSL_Auto,S2,3098,2532,24538.82,15258.36,Brazil,0.25,2023-09-01,62132292.24,47270399.28
CSL_Auto,S4,4661,4284,44837.22,37863.9,Mexico,0.16,2023-09-01,192082650.48,176483637.9
CSL_Auto,S3,163,156,34870.55,17247.25,Canada,0.12,2023-09-01,5439805.800000001,2811301.75
CSL_Auto,S1,1024,1006,14607.38,11717.21,India,0.18,2023-09-01,14695024.28,11998423.04
CSL_Auto,S5,2689,2188,79354.4,44565.84,United_Kingdom,0.2,2023-09-01,173627427.2,119837543.76
CSL_Auto,S5,2716,2210,104879.69,46610.99,Japan,0.1,2023-09-01,231784114.9,126595448.84
CSL_Auto,S3,3293,2650,39238.34,20714.27,Brazil,0.25,2023-09-01,103981601.0,68212091.11
CSL_Auto,S1,1316,1046,16599.09,10939.05,Germany,0.19,2023-09-01,17362648.14,14395789.8
CSL_Auto,S2,4085,4019,21190.17,13213.0,India,0.18,2023-09-01,85163293.22999999,53975105.0
CSL_Auto,S3,649,577,29156.58,25457.45,Japan,0.1,2023-09-01,16823346.66,16521885.05
CSL_Auto,S3,3533,3282,26129.69,20519.9,Mexico,0.16,2023-09-01,85757642.58,72496806.7
CSL_Auto,S2,3210,2760,24464.54,13415.55,USA,0.08,2023-09-01,67522130.4,43063915.5
CSL_Auto,S5,3865,3103,77010.97,63564.1,Mexico,0.16,2023-09-01,238965039.91,245675246.5
CSL_Auto,S3,240,222,30553.54,22305.86,Brazil,0.25,2023-09-01,6782885.88,5353406.4
CSL_Auto,S5,4005,3572,75344.27,60942.96,South_Africa,0.15,2023-09-01,269129732.44,244076554.8
CSL_Auto,S4,689,529,55384.24,27604.25,India,0.18,2023-09-01,29298262.96,19019328.25
CSL_Auto,S4,2627,2363,54855.12,39681.44,USA,0.08,2023-09-01,129622648.56,104243142.88
CSL_Auto,S2,4633,3569,19470.1,13303.31,Japan,0.1,2023-09-01,69488786.89999999,61634235.23
CSL_Auto,S5,2074,1936,94627.14,62992.97,Brazil,0.25,2023-09-01,183198143.04,130647419.78
CSL_Auto,S4,4268,3687,51187.81,41394.32,Japan,0.1,2023-09-01,188729455.47,176670957.76
CSL_Auto,S4,2556,2545,55655.68,31756.91,Canada,0.12,2023-09-01,141643705.6,81170661.96
CSL_Auto,S5,4349,3522,112878.21,66285.5,Mexico,0.16,2023-09-01,397557055.62,288275639.5
CSL_Auto,S1,446,356,16416.5,8034.4,USA,0.08,2023-09-01,5844274.0,3583342.4
CSL_Auto,S3,2341,1783,35584.5,25243.39,Germany,0.19,2023-09-01,63447163.5,59094775.99
CSL_Auto,S1,744,689,12883.13,8760.36,United_Kingdom,0.2,2023-09-01,8876476.57,6517707.840000001
CSL_Auto,S3,784,630,29170.02,22942.2,United_Kingdom,0.2,2023-09-01,18377112.6,17986684.8
CSL_Auto,S2,1998,1545,19433.47,13721.21,France,0.2,2023-09-01,30024711.15,27414977.58
CSL_Auto,S5,894,867,85377.12,69292.42,Canada,0.12,2023-09-01,74021963.03999999,61947423.48
CSL_Auto,S1,1683,1628,17593.74,9422.7,Brazil,0.25,2023-09-01,28642608.720000003,15858404.1
CSL_Auto,S2,653,558,25268.67,14116.98,Brazil,0.25,2023-10-01,14099917.86,9218387.94
CSL_Auto,S3,4860,3833,37517.68,19159.54,Brazil,0.25,2023-10-01,143805267.44,93115364.4
CSL_Auto,S5,176,169,85590.01,44608.6,India,0.18,2023-10-01,14464711.69,7851113.6
CSL_Auto,S1,1326,1039,14106.07,10524.37,India,0.18,2023-10-01,14656206.73,13955314.62
CSL_Auto,S5,214,170,68834.72,47111.82,United_Kingdom,0.2,2023-10-01,11701902.4,10081929.48
CSL_Auto,S4,2752,2593,52597.46,41264.7,Germany,0.19,2023-10-01,136385213.78,113560454.4
CSL_Auto,S1,394,320,12284.21,9480.49,USA,0.08,2023-10-01,3930947.2,3735313.06
CSL_Auto,S2,2155,1863,23509.7,12979.46,India,0.18,2023-10-01,43798571.1,27970736.3
CSL_Auto,S4,4786,4481,50925.32,31287.85,Mexico,0.16,2023-10-01,228196358.92,149743650.1
CSL_Auto,S2,2215,1674,18463.69,15125.42,India,0.18,2023-10-01,30908217.06,33502805.3
CSL_Auto,S2,3081,2920,21572.92,15809.4,USA,0.08,2023-10-01,62992926.4,48708761.4
CSL_Auto,S1,2771,2476,17307.68,9813.9,South_Africa,0.15,2023-10-01,42853815.68,27194316.9
CSL_Auto,S4,2271,1741,56114.54,33817.54,India,0.18,2023-10-01,97695414.14,76799633.34
CSL_Auto,S5,2999,2278,113534.26,74172.61,Brazil,0.25,2023-10-01,258631044.28,222443657.39
CSL_Auto,S3,1528,1483,37477.26,22784.37,Japan,0.1,2023-10-01,55578776.580000006,34814517.36
CSL_Auto,S2,4938,4657,22943.9,15883.29,Canada,0.12,2023-10-01,106849742.3,78431686.02000001
CSL_Auto,S1,1113,848,17191.97,10824.13,Mexico,0.16,2023-10-01,14578790.56,12047256.69
CSL_Auto,S5,290,260,108318.55,51081.77,Japan,0.1,2023-10-01,28162823.0,14813713.3
CSL_Auto,S5,2427,1967,115263.11,48273.76,Mexico,0.16,2023-10-01,226722537.37,117160415.52
CSL_Auto,S3,4443,3920,34451.06,24108.97,United_Kingdom,0.2,2023-10-01,135048155.2,107116153.71
CSL_Auto,S1,4143,3278,17711.36,11818.54,South_Africa,0.15,2023-10-01,58057838.08,48964211.220000006
CSL_Auto,S4,3178,2943,43004.51,41867.45,Germany,0.19,2023-10-01,126562272.93,133054756.1
CSL_Auto,S2,4372,3740,18861.69,14916.61,Japan,0.1,2023-10-01,70542720.6,65215418.92
CSL_Auto,S3,4686,3920,27326.78,22806.57,United_Kingdom,0.2,2023-10-01,107120977.6,106871587.02
CSL_Auto,S1,126,106,14051.52,9986.54,India,0.18,2023-10-01,1489461.12,1258304.04
CSL_Auto,S2,1629,1532,25020.97,14223.65,Brazil,0.25,2023-10-01,38332126.04,23170325.85
CSL_Auto,S2,1814,1436,22404.87,16947.1,United_Kingdom,0.2,2023-10-01,32173393.32,30742039.4
CSL_Auto,S3,3562,3548,32672.46,22907.81,United_Kingdom,0.2,2023-10-01,115921888.08,81597619.22
CSL_Auto,S3,2527,2048,34085.14,21375.84,Mexico,0.16,2023-10-01,69806366.72,54016747.68
CSL_Auto,S1,1005,782,14999.99,9578.5,South_Africa,0.15,2023-10-01,11729992.18,9626392.5
CSL_Auto,S3,2056,1626,27770.8,19812.76,United_Kingdom,0.2,2023-10-01,45155320.8,40735034.56
CSL_Auto,S2,479,371,25388.28,13664.81,Japan,0.1,2023-10-01,9419051.88,6545443.989999999
CSL_Auto,S5,238,205,95800.96,73200.16,Germany,0.19,2023-10-01,19639196.8,17421638.080000002
CSL_Auto,S1,2337,2099,13114.54,10786.94,USA,0.08,2023-10-01,27527419.46,25209078.78
CSL_Auto,S3,3725,3010,28629.09,18332.36,Mexico,0.16,2023-10-01,86173560.9,68288041.0
CSL_Auto,S3,4149,3576,34319.45,20335.27,United_Kingdom,0.2,2023-10-01,122726353.2,84371035.23
CSL_Auto,S4,2186,2028,63419.77,35834.4,India,0.18,2023-10-01,128615293.56,78333998.4
CSL_Auto,S1,4813,3762,12949.13,8824.87,India,0.18,2023-10-01,48714627.06,42474099.31
CSL_Auto,S2,2888,2180,23337.2,16085.1,Germany,0.19,2023-10-01,50875096.0,46453768.8
CSL_Auto,S4,4614,3887,44379.7,40795.17,USA,0.08,2023-10-01,172503893.89999998,188228914.38
CSL_Auto,S4,2993,2964,64654.89,41985.53,Germany,0.19,2023-11-01,191637093.96,125662691.29
CSL_Auto,S2,4657,4656,22522.33,15208.22,United_Kingdom,0.2,2023-11-01,104863968.48,70824680.53999999
CSL_Auto,S3,1046,1009,38314.11,21420.83,Brazil,0.25,2023-11-01,38658936.99,22406188.180000003
CSL_Auto,S4,635,556,57197.27,37015.06,Japan,0.1,2023-11-01,31801682.12,23504563.1
CSL_Auto,S2,344,320,20660.91,16814.91,Canada,0.12,2023-11-01,6611491.2,5784329.04
CSL_Auto,S2,165,130,21024.58,12854.41,France,0.2,2023-11-01,2733195.4000000004,2120977.65
CSL_Auto,S3,571,511,32167.01,23454.68,Canada,0.12,2023-11-01,16437342.11,13392622.28
CSL_Auto,S3,3791,3655,37258.0,18912.26,Canada,0.12,2023-11-01,136177990.0,71696377.66
CSL_Auto,S2,1941,1890,23765.96,16683.76,France,0.2,2023-11-01,44917664.4,32383178.16
CSL_Auto,S4,3815,3083,41260.1,29616.04,Canada,0.12,2023-11-01,127204888.3,112985192.6
CSL_Auto,S4,1049,982,62601.23,28616.85,Japan,0.1,2023-11-01,61474407.86000001,30019075.65
CSL_Auto,S2,1485,1364,20178.46,12232.9,South_Africa,0.15,2023-11-01,27523419.44,18165856.5
CSL_Auto,S3,3101,2919,33565.11,20756.12,South_Africa,0.15,2023-11-01,97976556.09,64364728.12
CSL_Auto,S2,4470,3946,22369.98,14549.68,Brazil,0.25,2023-11-01,88271941.08,65037069.6
CSL_Auto,S5,3824,3027,100779.52,45841.83,Brazil,0.25,2023-11-01,305059607.04,175299157.92000002
CSL_Auto,S3,3631,3378,26213.39,21908.55,India,0.18,2023-11-01,88548831.42,79549945.05
CSL_Auto,S1,109,107,12273.11,10842.8,Japan,0.1,2023-11-01,1313222.77,1181865.2
CSL_Auto,S4,2843,2686,46828.1,31802.66,Germany,0.19,2023-11-01,125780276.6,90414962.38
CSL_Auto,S1,4366,3356,13434.1,10094.9,South_Africa,0.15,2023-11-01,45084839.6,44074333.4
CSL_Auto,S5,3663,3556,92665.37,59335.22,Mexico,0.16,2023-11-01,329518055.72,217344910.86
CSL_Auto,S5,1321,1305,88744.57,54201.81,USA,0.08,2023-11-01,115811663.85,71600591.00999999
CSL_Auto,S3,2060,1834,37969.51,17308.39,Brazil,0.25,2023-11-01,69636081.34,35655283.4
CSL_Auto,S3,4061,3428,26122.17,18015.73,USA,0.08,2023-11-01,89546798.75999999,73161879.53
CSL_Auto,S4,3010,2488,41912.37,36064.0,United_Kingdom,0.2,2023-11-01,104277976.56,108552640.0
CSL_Auto,S2,4445,3782,18512.72,14824.92,France,0.2,2023-11-01,70015107.04,65896769.4
CSL_Auto,S1,1130,1108,17045.65,10995.41,Germany,0.19,2023-11-01,18886580.200000003,12424813.3
CSL_Auto,S1,1157,898,17681.53,10905.67,Brazil,0.25,2023-11-01,15878013.94,12617860.19
CSL_Auto,S1,2935,2286,14207.93,8430.14,Mexico,0.16,2023-11-01,32479327.98,24742460.9
CSL_Auto,S3,4693,4176,37262.4,22014.32,USA,0.08,2023-11-01,155607782.4,103313203.76
CSL_Auto,S5,4673,4450,94868.67,45458.57,India,0.18,2023-11-01,422165581.5,212427897.61
CSL_Auto,S1,3020,2690,16500.23,8137.85,Brazil,0.25,2023-11-01,44385618.7,24576307.0
CSL_Auto,S1,1238,934,12412.42,10115.32,Germany,0.19,2023-11-01,11593200.28,12522766.16
CSL_Auto,S5,4964,4510,110089.65,51100.4,South_Africa,0.15,2023-11-01,496504321.5,253662385.6
CSL_Auto,S3,2701,2228,37144.06,19344.9,South_Africa,0.15,2023-11-01,82756965.67999999,52250574.900000006
CSL_Auto,S2,2723,2704,24861.46,14950.21,France,0.2,2023-11-01,67225387.84,40709421.83
CSL_Auto,S5,3965,3961,75967.27,73901.05,Canada,0.12,2023-11-01,300906356.47,293017663.25
CSL_Auto,S4,1730,1344,62338.05,34286.76,Japan,0.1,2023-11-01,83782339.2,59316094.8
CSL_Auto,S5,1971,1650,107086.22,72136.29,Japan,0.1,2023-11-01,176692263.0,142180627.58999997
CSL_Auto,S3,1489,1284,34021.89,25658.4,Mexico,0.16,2023-11-01,43684106.76,38205357.6
CSL_Auto,S4,620,587,45005.08,36785.72,Japan,0.1,2023-11-01,26417981.96,22807146.4
CSL_Auto,S4,1367,1174,46469.52,40013.73,India,0.18,2023-12-01,54555216.48,54698768.91
CSL_Auto,S2,4054,3505,20479.73,14224.82,Japan,0.1,2023-12-01,71781453.64999999,57667420.28
CSL_Auto,S5,4211,3517,98586.7,49399.99,Germany,0.19,2023-12-01,346729423.9,208023357.89
CSL_Auto,S3,4979,4274,27400.11,23383.37,Germany,0.19,2023-12-01,117108070.14,116425799.23
CSL_Auto,S1,369,329,15132.74,10995.57,USA,0.08,2023-12-01,4978671.46,4057365.33
CSL_Auto,S2,4234,4094,19753.35,14417.71,Germany,0.19,2023-12-01,80870214.89999999,61044584.13999999
CSL_Auto,S2,2071,2040,19471.17,13917.16,South_Africa,0.15,2023-12-01,39721186.8,28822438.36
CSL_Auto,S3,4373,3981,30488.17,20599.68,Brazil,0.25,2023-12-01,121373404.77,90082400.64
CSL_Auto,S2,825,761,25857.82,15391.53,Mexico,0.16,2023-12-01,19677801.02,12698012.25
CSL_Auto,S1,3999,3029,14608.01,10502.15,USA,0.08,2023-12-01,44247662.29,41998097.85
CSL_Auto,S5,3342,3312,113351.88,71812.68,France,0.2,2023-12-01,375421426.56,239997976.56
CSL_Auto,S1,3613,2922,16243.56,11634.88,Canada,0.12,2023-12-01,47463682.32,42036821.44
CSL_Auto,S5,671,568,107578.87,54270.8,Mexico,0.16,2023-12-01,61104798.16,36415706.8
CSL_Auto,S4,309,272,41777.46,37444.36,Brazil,0.25,2023-12-01,11363469.12,11570307.24
CSL_Auto,S1,633,503,17380.45,9808.4,France,0.2,2023-12-01,8742366.35,6208717.2
CSL_Auto,S5,684,622,108052.63,66004.33,Germany,0.19,2023-12-01,67208735.86,45146961.72
CSL_Auto,S5,4733,4456,70356.76,56083.93,Japan,0.1,2023-12-01,313509722.56,265445240.69
CSL_Auto,S3,3018,2458,36323.49,18002.59,USA,0.08,2023-12-01,89283138.42,54331816.62
CSL_Auto,S3,4597,4510,38630.62,25390.58,Mexico,0.16,2023-12-01,174224096.20000002,116720496.26
CSL_Auto,S3,4292,4101,34512.46,17220.76,Mexico,0.16,2023-12-01,141535598.46,73911501.91999999
CSL_Auto,S3,4882,4517,32868.43,19857.86,South_Africa,0.15,2023-12-01,148466698.31,96946072.52
CSL_Auto,S5,2141,2053,114324.85,66932.43,USA,0.08,2023-12-01,234708917.05,143302332.63
CSL_Auto,S1,2585,1976,14803.82,8135.53,South_Africa,0.15,2023-12-01,29252348.32,21030345.05
CSL_Auto,S1,2579,2148,16227.99,10597.23,Canada,0.12,2023-12-01,34857722.52,27330256.17
CSL_Auto,S2,4284,3799,24059.98,16595.44,Japan,0.1,2023-12-01,91403864.02,71094864.96
CSL_Auto,S3,2989,2953,35636.21,23024.95,Japan,0.1,2023-12-01,105233728.13,68821575.55
CSL_Auto,S1,4658,4257,16096.46,8236.82,Germany,0.19,2023-12-01,68522630.22,38367107.56
CSL_Auto,S5,374,374,87509.39,74511.53,Germany,0.19,2023-12-01,32728511.86,27867312.22
CSL_Auto,S2,3295,2665,21251.62,15012.93,India,0.18,2023-12-01,56635567.3,49467604.35
CSL_Auto,S5,2169,1978,93605.66,50534.17,Japan,0.1,2023-12-01,185151995.48,109608614.73
CSL_Auto,S3,4461,4065,28275.02,18478.64,South_Africa,0.15,2023-12-01,114937956.3,82433213.03999999
CSL_Auto,S1,2338,2066,15078.52,9756.53,Germany,0.19,2023-12-01,31152222.32,22810767.14
CSL_Auto,S3,2036,1579,26486.93,18928.07,United_Kingdom,0.2,2023-12-01,41822862.47,38537550.52
CSL_Auto,S2,223,182,21069.06,14056.61,Canada,0.12,2023-12-01,3834568.92,3134624.0300000003
CSL_Auto,S2,3136,2776,20059.87,14799.82,Germany,0.19,2023-12-01,55686199.12,46412235.52
CSL_Auto,S5,1058,959,101275.26,60593.78,Germany,0.19,2023-12-01,97122974.34,64108219.24
CSL_Auto,S2,4502,4280,25873.0,13803.98,India,0.18,2023-12-01,110736440.0,62145517.96
CSL_Auto,S3,3672,2907,26331.63,24798.43,Germany,0.19,2023-12-01,76546048.41,91059834.96
CSL_Auto,S1,545,444,15194.12,8459.33,France,0.2,2023-12-01,6746189.28,4610334.85
CSL_Auto,S4,2193,1826,59107.09,26011.39,France,0.2,2023-12-01,107929546.34,57042978.27
CSL_Auto,S4,2344,2050,52273.69,39960.28,United_Kingdom,0.2,2024-01-01,107161064.5,93666896.32
CSL_Auto,S4,517,495,63308.46,31868.9,France,0.2,2024-01-01,31337687.7,16476221.3
CSL_Auto,S2,3706,3669,20674.2,13303.54,France,0.2,2024-01-01,75853639.8,49302919.24
CSL_Auto,S5,741,612,65050.33,50126.16,United_Kingdom,0.2,2024-01-01,39810801.96,37143484.56
CSL_Auto,S5,4602,3466,118970.57,43655.63,Japan,0.1,2024-01-01,412351995.62,200903209.26
CSL_Auto,S1,2348,1766,14906.54,8485.22,Canada,0.12,2024-01-01,26324949.64,19923296.56
CSL_Auto,S4,4325,4248,61140.51,27769.75,South_Africa,0.15,2024-01-01,259724886.48,120104168.75
CSL_Auto,S2,1031,824,20332.95,12795.94,France,0.2,2024-01-01,16754350.8,13192614.14
CSL_Auto,S3,1886,1453,29190.76,20190.06,South_Africa,0.15,2024-01-01,42414174.28,38078453.16
CSL_Auto,S3,1001,768,26628.73,25956.2,India,0.18,2024-01-01,20450864.64,25982156.2
CSL_Auto,S5,660,593,70944.64,42360.96,Brazil,0.25,2024-01-01,42070171.52,27958233.6
CSL_Auto,S4,820,655,63366.83,35951.63,South_Africa,0.15,2024-01-01,41505273.65,29480336.6
CSL_Auto,S4,2975,2975,56173.63,31943.28,Canada,0.12,2024-01-01,167116549.25,95031258.0
CSL_Auto,S3,125,111,38971.1,19608.47,United_Kingdom,0.2,2024-01-01,4325792.1,2451058.75
CSL_Auto,S1,3326,3326,14936.3,9827.07,USA,0.08,2024-01-01,49678133.8,32684834.82
CSL_Auto,S1,4133,3889,16718.13,11732.39,Germany,0.19,2024-01-01,65016807.57,48489967.87
CSL_Auto,S3,2222,1736,28586.98,19425.59,Germany,0.19,2024-01-01,49626997.28,43163660.98
CSL_Auto,S5,4871,4202,100729.42,59886.57,Canada,0.12,2024-01-01,423265022.84,291707482.47
CSL_Auto,S4,4853,4138,64471.28,40302.23,Japan,0.1,2024-01-01,266782156.64,195586722.19000003
CSL_Auto,S1,907,866,17396.52,9303.34,United_Kingdom,0.2,2024-01-01,15065386.32,8438129.38
CSL_Auto,S3,736,706,33138.87,17965.71,Brazil,0.25,2024-01-01,23396042.220000003,13222762.56
CSL_Auto,S5,131,121,117686.41,66491.6,United_Kingdom,0.2,2024-01-01,14240055.61,8710399.600000001
CSL_Auto,S1,1398,1096,14323.55,10240.4,Brazil,0.25,2024-01-01,15698610.8,14316079.2
CSL_Auto,S5,1511,1163,114031.17,69125.63,Brazil,0.25,2024-01-01,132618250.71,104448826.93
CSL_Auto,S5,327,283,119176.5,53027.66,Canada,0.12,2024-01-01,33726949.5,17340044.82
CSL_Auto,S4,4592,4173,58630.43,38312.82,France,0.2,2024-01-01,244664784.39,175932469.44
CSL_Auto,S5,4028,3350,92748.55,64611.83,USA,0.08,2024-01-01,310707642.5,260256451.24
CSL_Auto,S2,1795,1564,24269.96,14736.25,Canada,0.12,2024-01-01,37958217.44,26451568.75
CSL_Auto,S1,2571,2223,17417.8,9114.01,France,0.2,2024-01-01,38719769.4,23432119.71
CSL_Auto,S5,4253,4077,101890.61,42982.84,Japan,0.1,2024-01-01,415408016.97,182806018.52
